vx_target [m/s],vy_target [m/s],opt_score [-],opt_wheelspeed [rad/s],opt_steering_angle [rad],opt_yawrate [rad/s]
9.750000,1.800000,0.913883,312.000000,0.995762,-0.455064
10.000000,1.800000,0.898567,320.000000,0.997925,-0.444006
0.250000,1.900000,0.152398,5.552401,0.851522,-1.230539
0.500000,1.900000,1.039057,1.846953,-0.257632,-0.009077
0.750000,1.900000,0.000760,9.227712,0.719118,-0.878349
1.000000,1.900000,0.000281,15.145301,0.621290,-0.977082
1.250000,1.900000,0.000639,22.797854,0.521484,-1.174898
1.500000,1.900000,0.000334,28.075454,0.449146,-1.406012
1.750000,1.900000,0.000940,33.567285,0.362956,-1.681909
2.000000,1.900000,0.000902,34.216843,0.476446,-1.596824
2.250000,1.900000,0.000659,36.499596,0.578701,-1.484641
2.500000,1.900000,0.000360,37.443275,0.655471,-1.390218
2.750000,1.900000,0.000540,39.152688,0.715994,-1.303179
3.000000,1.900000,0.000478,40.637914,0.766318,-1.218554
3.250000,1.900000,0.000518,41.484113,0.804401,-1.151091
3.500000,1.900000,0.000175,41.870579,0.837949,-1.082668
3.750000,1.900000,0.000168,42.598822,0.864487,-1.024479
4.000000,1.900000,0.000975,42.815661,0.884705,-0.974536
4.250000,1.900000,0.000626,41.565570,0.904460,-0.927119
4.500000,1.900000,0.000247,41.192265,0.919140,-0.886155
4.750000,1.900000,0.000887,27.925149,0.928335,-0.869316
5.000000,1.900000,0.000744,31.430653,0.941136,-0.824596
5.250000,1.900000,0.006068,35.440983,0.951156,-0.788919
5.500000,1.900000,0.027854,37.008746,0.958662,-0.759987
5.750000,1.900000,0.066292,38.593979,0.965125,-0.733115
6.000000,1.900000,0.121956,40.194762,0.970710,-0.708035
6.250000,1.900000,0.195191,41.809505,0.975551,-0.684519
6.500000,1.900000,0.286152,43.436897,0.979763,-0.662373
6.750000,1.900000,0.394836,45.075834,0.983442,-0.641430
7.000000,1.900000,0.521104,46.725371,0.986673,-0.621550
7.250000,1.900000,0.664700,48.384661,0.989532,-0.602616
7.500000,1.900000,0.825258,50.052914,0.992087,-0.584530
7.750000,1.900000,1.002305,51.729382,0.994398,-0.567215
8.000000,1.900000,1.195269,53.413334,0.996518,-0.550611
8.250000,1.900000,1.403474,55.104115,0.998491,-0.534672
8.500000,1.900000,1.473705,272.000000,1.006078,-0.501020
8.750000,1.900000,1.447465,280.000000,1.008901,-0.487249
9.000000,1.900000,1.423352,288.000000,1.011531,-0.474199
9.250000,1.900000,1.401148,296.000000,1.013987,-0.461814
9.500000,1.900000,1.380660,304.000000,1.016286,-0.450045
9.750000,1.900000,1.361725,312.000000,1.018441,-0.438850
10.000000,1.900000,1.344194,320.000000,1.020465,-0.428186
0.250000,2.000000,0.180711,5.611697,0.855725,-1.250626
0.500000,2.000000,0.677258,16.000000,-0.523599,-1.205566
0.750000,2.000000,0.002632,14.783845,0.627923,-0.884866
1.000000,2.000000,0.000275,13.114371,0.649001,-1.007944
1.250000,2.000000,0.000369,20.834922,0.539216,-1.214886
1.500000,2.000000,0.000621,26.895196,0.458301,-1.459317
1.750000,2.000000,0.000987,31.975217,0.402382,-1.685477
2.000000,2.000000,0.000601,32.067214,0.534707,-1.560202
2.250000,2.000000,0.000240,33.234816,0.629514,-1.454031
2.500000,2.000000,0.000443,34.759160,0.704440,-1.355554
2.750000,2.000000,0.000843,36.580410,0.764244,-1.263322
3.000000,2.000000,0.000817,37.647439,0.810153,-1.181283
3.250000,2.000000,0.000662,38.110526,0.846328,-1.111741
3.500000,2.000000,0.000460,38.378406,0.875441,-1.050308
3.750000,2.000000,0.000276,38.530809,0.899654,-0.994406
4.000000,2.000000,0.000700,37.776133,0.918859,-0.946670
4.250000,2.000000,0.000752,36.429381,0.937323,-0.900102
4.500000,2.000000,0.000361,29.042738,0.948292,-0.873032
4.750000,2.000000,0.003220,32.383610,0.960395,-0.831767
5.000000,2.000000,0.021253,33.919456,0.969747,-0.798319
5.250000,2.000000,0.056316,35.477619,0.977694,-0.767516
5.500000,2.000000,0.109397,37.055399,0.984479,-0.738992
5.750000,2.000000,0.181171,38.650563,0.990293,-0.712436
6.000000,2.000000,0.272050,40.261269,0.995296,-0.687587
6.250000,2.000000,0.382235,41.885982,0.999619,-0.664222
6.500000,2.000000,0.511742,43.523401,1.003374,-0.642156
6.750000,2.000000,0.660430,45.172387,1.006663,-0.621233
7.000000,2.000000,0.828013,46.831903,1.009573,-0.601325
7.250000,2.000000,1.014062,48.500974,1.012181,-0.582332
7.500000,2.000000,1.218012,50.178678,1.014556,-0.564176
7.750000,2.000000,1.439163,51.864145,1.016753,-0.546798
8.000000,2.000000,1.676684,53.556579,1.018816,-0.530154
8.250000,2.000000,1.929630,55.255210,1.020776,-0.514206
8.500000,2.000000,1.985899,272.000000,1.027999,-0.482342
8.750000,2.000000,1.957722,280.000000,1.030640,-0.469051
9.000000,2.000000,1.931769,288.000000,1.033104,-0.456458
9.250000,2.000000,1.907818,296.000000,1.035407,-0.444509
9.500000,2.000000,1.885672,304.000000,1.037565,-0.433157
9.750000,2.000000,1.865161,312.000000,1.039591,-0.422360
10.000000,2.000000,1.846133,320.000000,1.041497,-0.412077
