vx_target [m/s],vy_target [m/s],opt_score [-],opt_wheelspeed [rad/s],opt_steering_angle [rad],opt_yawrate [rad/s]
2.000000,1.400000,0.069945,488.526484,0.823613,-2.562473
2.250000,1.400000,0.026376,557.309879,0.847463,-2.289951
2.500000,1.400000,0.026648,533.405407,0.863437,-2.081357
2.750000,1.400000,0.017007,564.741824,0.875809,-1.899444
3.000000,1.400000,0.000676,797.349266,0.886976,-1.723922
3.250000,1.400000,0.031326,548.732980,0.891374,-1.626293
3.500000,1.400000,0.008149,651.564486,0.898171,-1.501074
3.750000,1.400000,0.074032,528.605101,0.900320,-1.425507
4.000000,1.400000,0.026113,634.917718,0.905568,-1.323829
4.250000,1.400000,0.017614,1170.079822,0.912237,-1.209187
4.500000,1.400000,0.004360,798.719246,0.912512,-1.164801
4.750000,1.400000,0.029342,717.860059,0.913419,-1.113785
5.000000,1.400000,0.037433,730.399641,0.915045,-1.059067
5.250000,1.400000,0.054443,728.714038,0.916178,-1.011092
5.500000,1.400000,0.011807,893.371041,0.919215,-0.951527
5.750000,1.400000,0.001724,1035.553074,0.921277,-0.901871
6.000000,1.400000,0.016699,946.569192,0.921352,-0.870670
6.250000,1.400000,0.040638,899.240749,0.921447,-0.840562
6.500000,1.400000,0.062914,885.175441,0.921710,-0.810649
6.750000,1.400000,0.071738,904.814374,0.922301,-0.780335
7.000000,1.400000,0.089145,911.279817,0.922632,-0.753224
7.250000,1.400000,0.044160,2311.372047,0.928940,-0.675964
7.500000,1.400000,0.006565,1308.641975,0.926639,-0.682399
7.750000,1.400000,0.015458,1994.130163,0.929227,-0.637860
8.000000,1.400000,0.032034,2534.716049,0.930343,-0.610425
8.250000,1.400000,0.023078,2569.382716,0.930634,-0.595438
8.500000,1.400000,0.016160,2498.370370,0.930822,-0.578418
8.750000,1.400000,0.007350,2321.810700,0.930821,-0.563176
9.000000,1.400000,0.009140,2111.802469,0.930576,-0.546792
9.250000,1.400000,0.006153,2066.518519,0.930842,-0.531550
9.500000,1.400000,0.008547,2021.037037,0.930842,-0.524691
9.750000,1.400000,0.007115,1974.074074,0.930842,-0.508688
10.000000,1.400000,0.006530,2241.097394,0.931374,-0.496494
0.250000,1.500000,2.901981,17.150638,1.089815,-0.000000
0.500000,1.500000,7.680677,53.535844,0.093053,-4.998387
0.750000,1.500000,4.996739,233.433205,0.370985,-4.927556
1.000000,1.500000,2.102166,320.000000,0.562534,-4.486535
1.250000,1.500000,1.012930,400.000000,0.701178,-3.771815
1.500000,1.500000,0.516502,480.000000,0.782176,-3.225964
1.750000,1.500000,0.278974,560.000000,0.832583,-2.806709
2.000000,1.500000,0.161506,640.000000,0.864533,-2.477915
2.250000,1.500000,0.098992,720.000000,0.886119,-2.215834
2.500000,1.500000,0.063108,800.000000,0.901569,-2.001404
2.750000,1.500000,0.046866,847.261685,0.912819,-1.825030
3.000000,1.500000,0.028427,960.000000,0.921677,-1.672582
3.250000,1.500000,0.036356,1040.000000,0.929002,-1.522634
3.500000,1.500000,0.019479,1055.814721,0.933525,-1.435510
3.750000,1.500000,0.045857,913.415638,0.936538,-1.358025
4.000000,1.500000,0.008480,1280.000000,0.941609,-1.250941
4.250000,1.500000,0.006831,1360.000000,0.944525,-1.175492
4.500000,1.500000,0.005714,1440.000000,0.946964,-1.108214
4.750000,1.500000,0.046637,1097.777778,0.947695,-1.049383
5.000000,1.500000,0.017407,1439.780521,0.950538,-0.987654
5.250000,1.500000,0.038322,1193.283951,0.950599,-0.960219
5.500000,1.500000,0.025247,1349.333333,0.952404,-0.909245
5.750000,1.500000,0.009530,1657.945643,0.954330,-0.861565
6.000000,1.500000,0.006338,1832.617056,0.955561,-0.822114
6.250000,1.500000,0.006921,1898.345096,0.956419,-0.787659
6.500000,1.500000,0.016453,1744.929624,0.956678,-0.759478
6.750000,1.500000,0.019877,1936.888889,0.957783,-0.720165
7.000000,1.500000,0.023561,1790.770919,0.957767,-0.703653
7.250000,1.500000,0.037476,1701.333333,0.957870,-0.680954
7.500000,1.500000,0.014533,2160.000000,0.959375,-0.649291
7.750000,1.500000,0.020669,2112.592593,0.959574,-0.629794
8.000000,1.500000,0.031464,2029.271148,0.959634,-0.611949
8.250000,1.500000,0.041540,1988.148148,0.959759,-0.592897
8.500000,1.500000,0.055666,1934.222222,0.959769,-0.576894
8.750000,1.500000,0.056446,2011.851852,0.960156,-0.558096
9.000000,1.500000,0.060859,2061.037037,0.960417,-0.541838
9.250000,1.500000,0.030415,2598.222222,0.961704,-0.518976
9.500000,1.500000,0.056906,2296.888889,0.961230,-0.509186
9.750000,1.500000,0.050883,2484.444444,0.961715,-0.493827
10.000000,1.500000,0.053995,2560.000000,0.961947,-0.480168
0.250000,1.600000,2.976638,17.507685,-0.511279,-0.061391
0.500000,1.600000,7.708214,39.761115,-0.519965,-2.283329
0.750000,1.600000,5.371603,240.000000,0.413065,-5.000000
1.000000,1.600000,2.656795,319.730109,0.619055,-4.373469
1.250000,1.600000,1.438053,400.000000,0.749145,-3.674792
1.500000,1.600000,0.853598,480.000000,0.824455,-3.142344
1.750000,1.600000,0.552324,560.000000,0.871039,-2.733976
2.000000,1.600000,0.392359,640.000000,0.899839,-2.414071
2.250000,1.600000,0.296765,720.000000,0.919548,-2.158671
2.500000,1.600000,0.235791,800.000000,0.933635,-1.949798
2.750000,1.600000,0.195125,880.000000,0.944044,-1.776151
3.000000,1.600000,0.167019,960.000000,0.951949,-1.629701
3.250000,1.600000,0.147043,1040.000000,0.958092,-1.504635
3.500000,1.600000,0.132552,1120.000000,0.962959,-1.396661
3.750000,1.600000,0.121894,1200.000000,0.966881,-1.302549
4.000000,1.600000,0.114006,1280.000000,0.970088,-1.219831
4.250000,1.600000,0.108179,1360.000000,0.972742,-1.146585
4.500000,1.600000,0.103930,1440.000000,0.974964,-1.081297
4.750000,1.600000,0.100920,1520.000000,0.976843,-1.022756
5.000000,1.600000,0.098907,1600.000000,0.978446,-0.969983
5.250000,1.600000,0.097716,1680.000000,0.979824,-0.922177
5.500000,1.600000,0.097219,1760.000000,0.981017,-0.878677
5.750000,1.600000,0.097319,1840.000000,0.982058,-0.838934
6.000000,1.600000,0.097946,1920.000000,0.982970,-0.802486
6.250000,1.600000,0.099045,2000.000000,0.983775,-0.768943
6.500000,1.600000,0.100575,2080.000000,0.984488,-0.737973
6.750000,1.600000,0.102506,2160.000000,0.985123,-0.709292
7.000000,1.600000,0.104815,2240.000000,0.985691,-0.682656
7.250000,1.600000,0.107485,2320.000000,0.986200,-0.657854
7.500000,1.600000,0.110506,2400.000000,0.986660,-0.634702
7.750000,1.600000,0.113870,2480.000000,0.987076,-0.613041
8.000000,1.600000,0.117571,2560.000000,0.987453,-0.592729
8.250000,1.600000,0.121609,2640.000000,0.987797,-0.573644
8.500000,1.600000,0.125984,2720.000000,0.988111,-0.555676
8.750000,1.600000,0.130698,2800.000000,0.988398,-0.538728
9.000000,1.600000,0.135754,2880.000000,0.988661,-0.522716
9.250000,1.600000,0.141159,2960.000000,0.988904,-0.507562
9.500000,1.600000,0.146918,3040.000000,0.989128,-0.493197
9.750000,1.600000,0.153040,3120.000000,0.989335,-0.479561
10.000000,1.600000,0.159531,3200.000000,0.989526,-0.466598
0.250000,1.700000,3.012543,17.724408,-0.496571,-0.122398
0.500000,1.700000,7.818602,40.008445,-0.481819,-2.335193
0.750000,1.700000,6.098110,237.371532,0.470406,-4.919737
1.000000,1.700000,3.205454,320.000000,0.671350,-4.262818
1.250000,1.700000,1.890405,400.000000,0.793028,-3.577725
1.500000,1.700000,1.237903,480.000000,0.862868,-3.058127
1.750000,1.700000,0.890636,560.000000,0.905229,-2.659743
2.000000,1.700000,0.697834,640.000000,0.931405,-2.348913
2.250000,1.700000,0.576928,720.000000,0.949296,-2.100145
2.500000,1.700000,0.496716,800.000000,0.962057,-1.896852
2.750000,1.700000,0.441289,880.000000,0.971472,-1.727962
3.000000,1.700000,0.401765,960.000000,0.978615,-1.585620
3.250000,1.700000,0.372912,1040.000000,0.984162,-1.464142
3.500000,1.700000,0.351502,1120.000000,0.988556,-1.359331
3.750000,1.700000,0.335464,1200.000000,0.992096,-1.268029
4.000000,1.700000,0.323421,1280.000000,0.994991,-1.187821
4.250000,1.700000,0.314432,1360.000000,0.997388,-1.116828
4.500000,1.700000,0.307836,1440.000000,0.999396,-1.053569
4.750000,1.700000,0.303159,1520.000000,1.001095,-0.996860
5.000000,1.700000,0.300052,1600.000000,1.002545,-0.945745
5.250000,1.700000,0.298259,1680.000000,1.003793,-0.899443
5.500000,1.700000,0.297583,1760.000000,1.004874,-0.857310
5.750000,1.700000,0.297875,1840.000000,1.005818,-0.818811
6.000000,1.700000,0.299021,1920.000000,1.006647,-0.783497
6.250000,1.700000,0.300930,2000.000000,1.007379,-0.750990
6.500000,1.700000,0.303534,2080.000000,1.008028,-0.720968
6.750000,1.700000,0.306776,2160.000000,1.008607,-0.693157
7.000000,1.700000,0.310614,2240.000000,1.009126,-0.667320
7.250000,1.700000,0.315014,2320.000000,1.009592,-0.643253
7.500000,1.700000,0.319949,2400.000000,1.010014,-0.620779
7.750000,1.700000,0.325399,2480.000000,1.010395,-0.599745
8.000000,1.700000,0.331348,2560.000000,1.010742,-0.580013
8.250000,1.700000,0.337786,2640.000000,1.011058,-0.561466
8.500000,1.700000,0.344703,2720.000000,1.011347,-0.543999
8.750000,1.700000,0.352095,2800.000000,1.011613,-0.527517
9.000000,1.700000,0.359960,2880.000000,1.011857,-0.511939
9.250000,1.700000,0.368295,2960.000000,1.012082,-0.497191
9.500000,1.700000,0.377103,3040.000000,1.012291,-0.483207
9.750000,1.700000,0.386386,3120.000000,1.012483,-0.469928
10.000000,1.700000,0.396147,3200.000000,1.012663,-0.457299
0.250000,1.800000,3.022792,18.042125,-0.499657,-0.238531
0.500000,1.800000,8.169016,40.481724,-0.436089,-2.641309
0.750000,1.800000,6.634827,239.995539,0.513321,-4.941513
1.000000,1.800000,3.745555,320.000000,0.719544,-4.153364
1.250000,1.800000,2.360400,400.000000,0.832902,-3.481509
1.500000,1.800000,1.657565,480.000000,0.897491,-2.974167
1.750000,1.800000,1.280634,560.000000,0.935562,-2.585471
2.000000,1.800000,1.065037,640.000000,0.959155,-2.283092
2.250000,1.800000,0.926336,720.000000,0.975218,-2.040850
2.500000,1.800000,0.832631,800.000000,0.986630,-1.843110
2.750000,1.800000,0.766888,880.000000,0.995024,-1.678997
3.000000,1.800000,0.719425,960.000000,1.001377,-1.540806
3.250000,1.800000,0.684441,1040.000000,1.006302,-1.422967
3.500000,1.800000,0.658301,1120.000000,1.010200,-1.321367
3.750000,1.800000,0.638635,1200.000000,1.013338,-1.232915
4.000000,1.800000,0.623849,1280.000000,1.015903,-1.155248
4.250000,1.800000,0.612835,1360.000000,1.018027,-1.086528
4.500000,1.800000,0.604809,1440.000000,1.019807,-1.025308
4.750000,1.800000,0.599199,1520.000000,1.021314,-0.970435
5.000000,1.800000,0.595582,1600.000000,1.022601,-0.920975
5.250000,1.800000,0.593643,1680.000000,1.023710,-0.876170
5.500000,1.800000,0.593138,1760.000000,1.024672,-0.835393
5.750000,1.800000,0.593879,1840.000000,1.025513,-0.798126
6.000000,1.800000,0.595723,1920.000000,1.026253,-0.763935
6.250000,1.800000,0.598552,2000.000000,1.026907,-0.732452
6.500000,1.800000,0.602277,2080.000000,1.027489,-0.703367
6.750000,1.800000,0.606825,2160.000000,1.028009,-0.676414
7.000000,1.800000,0.612138,2240.000000,1.028475,-0.651367
7.250000,1.800000,0.618170,2320.000000,1.028896,-0.628027
7.500000,1.800000,0.624882,2400.000000,1.029277,-0.606225
7.750000,1.800000,0.632246,2480.000000,1.029623,-0.585811
8.000000,1.800000,0.640238,2560.000000,1.029939,-0.566655
8.250000,1.800000,0.648840,2640.000000,1.030228,-0.548643
8.500000,1.800000,0.658036,2720.000000,1.030493,-0.531674
8.750000,1.800000,0.667818,2800.000000,1.030738,-0.515657
9.000000,1.800000,0.678175,2880.000000,1.030964,-0.500514
9.250000,1.800000,0.689104,2960.000000,1.031173,-0.486173
9.500000,1.800000,0.700601,3040.000000,1.031367,-0.472570
9.750000,1.800000,0.712665,3120.000000,1.031549,-0.459650
10.000000,1.800000,0.725297,3200.000000,1.031718,-0.447359
0.250000,1.900000,3.054475,17.920272,-0.476458,-0.231922
0.500000,1.900000,9.089217,37.606940,-0.394850,-2.835030
0.750000,1.900000,7.249224,240.000000,0.560303,-4.902861
1.000000,1.900000,4.273639,320.000000,0.763611,-4.046144
1.250000,1.900000,2.843325,400.000000,0.868810,-3.386541
1.500000,1.900000,2.106796,480.000000,0.928267,-2.890739
1.750000,1.900000,1.718808,560.000000,0.961764,-2.511525
2.000000,1.900000,1.490527,640.000000,0.982642,-2.216525
2.250000,1.900000,1.342721,720.000000,0.996696,-1.980598
2.500000,1.900000,1.242434,800.000000,1.006583,-1.788308
2.750000,1.900000,1.171906,880.000000,1.013794,-1.628935
3.000000,1.900000,1.120968,960.000000,1.019215,-1.494895
3.250000,1.900000,1.083488,1040.000000,1.023396,-1.380707
3.500000,1.900000,1.055599,1120.000000,1.026690,-1.282333
3.750000,1.900000,1.034770,1200.000000,1.029333,-1.196743
4.000000,1.900000,1.019288,1280.000000,1.031490,-1.121621
4.250000,1.900000,1.007964,1360.000000,1.033274,-1.055172
4.500000,1.900000,0.999945,1440.000000,1.034767,-0.995985
4.750000,1.900000,0.994614,1520.000000,1.036032,-0.942936
5.000000,1.900000,0.991510,1600.000000,1.037114,-0.895118
5.250000,1.900000,0.990287,1680.000000,1.038047,-0.851795
5.500000,1.900000,0.990680,1760.000000,1.038859,-0.812361
5.750000,1.900000,0.992482,1840.000000,1.039570,-0.776313
6.000000,1.900000,0.995534,1920.000000,1.040198,-0.743231
6.250000,1.900000,0.999708,2000.000000,1.040756,-0.712762
6.500000,1.900000,1.004902,2080.000000,1.041255,-0.684605
6.750000,1.900000,1.011037,2160.000000,1.041703,-0.658505
7.000000,1.900000,1.018045,2240.000000,1.042108,-0.634242
7.250000,1.900000,1.025876,2320.000000,1.042475,-0.611627
7.500000,1.900000,1.034486,2400.000000,1.042811,-0.590495
7.750000,1.900000,1.043842,2480.000000,1.043118,-0.570703
8.000000,1.900000,1.053915,2560.000000,1.043401,-0.552126
8.250000,1.900000,1.064683,2640.000000,1.043663,-0.534653
8.500000,1.900000,1.076128,2720.000000,1.043906,-0.518187
8.750000,1.900000,1.088238,2800.000000,1.044133,-0.502641
9.000000,1.900000,1.101001,2880.000000,1.044345,-0.487939
9.250000,1.900000,1.114410,2960.000000,1.044543,-0.474013
9.500000,1.900000,1.128458,3040.000000,1.044731,-0.460802
9.750000,1.900000,1.143144,3120.000000,1.044908,-0.448249
10.000000,1.900000,1.158464,3200.000000,1.045076,-0.436306
0.250000,2.000000,3.163233,17.933462,-0.453551,-0.222162
0.500000,2.000000,10.041880,35.660555,-0.364211,-2.878177
0.750000,2.000000,7.830778,240.000000,0.612406,-4.789120
1.000000,2.000000,4.790873,320.000000,0.803588,-3.941189
1.250000,2.000000,3.339911,400.000000,0.900657,-3.292660
1.500000,2.000000,2.591752,480.000000,0.954483,-2.807120
1.750000,2.000000,2.213184,560.000000,0.982968,-2.436073
2.000000,2.000000,1.988793,640.000000,1.000515,-2.147664
2.250000,2.000000,1.846099,720.000000,1.011957,-1.917521
2.500000,2.000000,1.751237,800.000000,1.019770,-1.730345
2.750000,2.000000,1.685985,880.000000,1.025321,-1.575512
3.000000,2.000000,1.639982,960.000000,1.029403,-1.445504
3.250000,2.000000,1.607041,1040.000000,1.032494,-1.334900
3.500000,2.000000,1.583310,1120.000000,1.034895,-1.239715
3.750000,2.000000,1.566296,1200.000000,1.036802,-1.156966
4.000000,2.000000,1.554337,1280.000000,1.038347,-1.084382
4.250000,2.000000,1.546286,1360.000000,1.039620,-1.020205
4.500000,2.000000,1.541338,1440.000000,1.040685,-0.963059
4.750000,2.000000,1.538910,1520.000000,1.041590,-0.911848
5.000000,2.000000,1.538576,1600.000000,1.042368,-0.865692
5.250000,2.000000,1.540017,1680.000000,1.043045,-0.823877
5.500000,2.000000,1.542990,1760.000000,1.043640,-0.785815
5.750000,2.000000,1.547309,1840.000000,1.044170,-0.751020
6.000000,2.000000,1.552830,1920.000000,1.044645,-0.719086
6.250000,2.000000,1.559440,2000.000000,1.045075,-0.689671
6.500000,2.000000,1.567049,2080.000000,1.045468,-0.662487
6.750000,2.000000,1.575585,2160.000000,1.045830,-0.637285
7.000000,2.000000,1.584992,2240.000000,1.046166,-0.613856
7.250000,2.000000,1.595224,2320.000000,1.046478,-0.592015
7.500000,2.000000,1.606244,2400.000000,1.046772,-0.571604
7.750000,2.000000,1.618022,2480.000000,1.047050,-0.552486
8.000000,2.000000,1.630534,2560.000000,1.047314,-0.534539
8.250000,2.000000,1.643762,2640.000000,1.047566,-0.517657
8.500000,2.000000,1.657691,2720.000000,1.047807,-0.501747
8.750000,2.000000,1.672309,2800.000000,1.048039,-0.486725
9.000000,2.000000,1.687607,2880.000000,1.048264,-0.472517
9.250000,2.000000,1.703579,2960.000000,1.048481,-0.459058
9.500000,2.000000,1.720220,3040.000000,1.048693,-0.446288
9.750000,2.000000,1.737528,3120.000000,1.048900,-0.434154
10.000000,2.000000,1.755501,3200.000000,1.049101,-0.422609
