slip_angle [rad],slip_ratio [-],Fx [N],Fy [N],Fz [N],w [rad/s]
0.469204,0.61,0.528848,-0.670544,1,16
0.479204,0.61,0.521294,-0.675339,1,16
0.489204,0.61,0.513884,-0.679924,1,16
0.499204,0.61,0.506618,-0.684309,1,16
0.509204,0.61,0.499494,-0.688502,1,16
0.519204,0.61,0.492511,-0.692513,1,16
0.529204,0.61,0.485667,-0.696351,1,16
0.539204,0.61,0.478959,-0.700023,1,16
0.549204,0.61,0.472386,-0.703537,1,16
0.559204,0.61,0.465947,-0.706902,1,16
0.569204,0.61,0.459637,-0.710123,1,16
0.579204,0.61,0.453455,-0.713207,1,16
0.589204,0.61,0.4474,-0.716162,1,16
0.599204,0.61,0.441467,-0.718992,1,16
0.609204,0.61,0.435655,-0.721705,1,16
0.619204,0.61,0.429962,-0.724304,1,16
0.629204,0.61,0.424384,-0.726797,1,16
0.639204,0.61,0.41892,-0.729186,1,16
0.649204,0.61,0.413566,-0.731478,1,16
0.659204,0.61,0.408321,-0.733676,1,16
0.669204,0.61,0.403182,-0.735786,1,16
0.679204,0.61,0.398147,-0.73781,1,16
0.689204,0.61,0.393213,-0.739753,1,16
0.699204,0.61,0.388378,-0.741619,1,16
0.709204,0.61,0.383639,-0.743411,1,16
0.719204,0.61,0.378995,-0.745132,1,16
0.729204,0.61,0.374442,-0.746785,1,16
0.739204,0.61,0.36998,-0.748374,1,16
0.749204,0.61,0.365605,-0.749901,1,16
0.759204,0.61,0.361316,-0.751369,1,16
0.769204,0.61,0.35711,-0.752781,1,16
0.779204,0.61,0.352986,-0.754138,1,16
0.789204,0.61,0.348941,-0.755444,1,16
0.799204,0.61,0.344975,-0.756701,1,16
0.809204,0.61,0.341083,-0.75791,1,16
0.819204,0.61,0.337266,-0.759074,1,16
0.829204,0.61,0.333521,-0.760194,1,16
0.839204,0.61,0.329846,-0.761272,1,16
0.849204,0.61,0.32624,-0.762311,1,16
0.859204,0.61,0.3227,-0.763312,1,16
0.869204,0.61,0.319227,-0.764276,1,16
0.879204,0.61,0.315816,-0.765205,1,16
0.889204,0.61,0.312469,-0.7661,1,16
0.899204,0.61,0.309182,-0.766962,1,16
0.909204,0.61,0.305954,-0.767794,1,16
0.919204,0.61,0.302784,-0.768596,1,16
0.929204,0.61,0.29967,-0.76937,1,16
0.939204,0.61,0.296612,-0.770115,1,16
0.949204,0.61,0.293608,-0.770835,1,16
0.959204,0.61,0.290656,-0.771529,1,16
0.969204,0.61,0.287755,-0.772199,1,16
0.979204,0.61,0.284905,-0.772845,1,16
0.989204,0.61,0.282104,-0.773469,1,16
0.999204,0.61,0.27935,-0.774072,1,16
1.0092,0.61,0.276643,-0.774653,1,16
1.0192,0.61,0.273982,-0.775215,1,16
1.0292,0.61,0.271365,-0.775757,1,16
1.0392,0.61,0.268792,-0.776281,1,16
1.0492,0.61,0.266262,-0.776787,1,16
1.0592,0.61,0.263773,-0.777275,1,16
1.0692,0.61,0.261324,-0.777747,1,16
1.0792,0.61,0.258916,-0.778204,1,16
1.0892,0.61,0.256546,-0.778644,1,16
1.0992,0.61,0.254214,-0.77907,1,16
1.1092,0.61,0.25192,-0.779482,1,16
1.1192,0.61,0.249662,-0.77988,1,16
1.1292,0.61,0.247439,-0.780265,1,16
1.1392,0.61,0.245251,-0.780637,1,16
1.1492,0.61,0.243097,-0.780997,1,16
1.1592,0.61,0.240976,-0.781345,1,16
1.1692,0.61,0.238888,-0.781681,1,16
1.1792,0.61,0.236832,-0.782006,1,16
1.1892,0.61,0.234806,-0.782321,1,16
1.1992,0.61,0.232812,-0.782625,1,16
1.2092,0.61,0.230847,-0.782919,1,16
1.2192,0.61,0.228911,-0.783204,1,16
1.2292,0.61,0.227004,-0.783479,1,16
1.2392,0.61,0.225125,-0.783746,1,16
1.2492,0.61,0.223274,-0.784004,1,16
1.2592,0.61,0.221449,-0.784253,1,16
1.2692,0.61,0.21965,-0.784494,1,16
1.2792,0.61,0.217878,-0.784728,1,16
1.2892,0.61,0.21613,-0.784953,1,16
1.2992,0.61,0.214408,-0.785172,1,16
1.3092,0.61,0.21271,-0.785383,1,16
1.3192,0.61,0.211035,-0.785588,1,16
1.3292,0.61,0.209384,-0.785786,1,16
1.3392,0.61,0.207755,-0.785977,1,16
1.3492,0.61,0.206149,-0.786163,1,16
1.3592,0.61,0.204565,-0.786342,1,16
1.3692,0.61,0.203003,-0.786516,1,16
1.3792,0.61,0.201461,-0.786684,1,16
1.3892,0.61,0.19994,-0.786846,1,16
1.3992,0.61,0.19844,-0.787003,1,16
1.4092,0.61,0.196959,-0.787155,1,16
1.4192,0.61,0.195498,-0.787302,1,16
1.4292,0.61,0.194056,-0.787445,1,16
1.4392,0.61,0.192633,-0.787582,1,16
1.4492,0.61,0.191229,-0.787716,1,16
1.4592,0.61,0.189842,-0.787844,1,16
1.4692,0.61,0.188473,-0.787969,1,16
1.4792,0.61,0.187122,-0.78809,1,16
1.4892,0.61,0.185788,-0.788206,1,16
1.4992,0.61,0.184471,-0.788319,1,16
1.5092,0.61,0.18317,-0.788428,1,16
1.5192,0.61,0.181885,-0.788533,1,16
1.5292,0.61,0.180617,-0.788635,1,16
1.5392,0.61,0.179364,-0.788733,1,16
1.5492,0.61,0.178126,-0.788828,1,16
1.5592,0.61,0.176903,-0.78892,1,16
1.5692,0.61,0.175696,-0.789009,1,16
-1.5708,0.62,0.178458,0.788269,1,16
-1.5608,0.62,0.17968,0.788171,1,16
-1.5508,0.62,0.180916,0.788071,1,16
-1.5408,0.62,0.182168,0.787966,1,16
-1.5308,0.62,0.183436,0.787859,1,16
-1.5208,0.62,0.184719,0.787748,1,16
-1.5108,0.62,0.186018,0.787633,1,16
-1.5008,0.62,0.187333,0.787514,1,16
-1.4908,0.62,0.188665,0.787392,1,16
-1.4808,0.62,0.190014,0.787265,1,16
-1.4708,0.62,0.191381,0.787135,1,16
-1.4608,0.62,0.192764,0.787,1,16
-1.4508,0.62,0.194166,0.78686,1,16
-1.4408,0.62,0.195586,0.786716,1,16
-1.4308,0.62,0.197025,0.786568,1,16
-1.4208,0.62,0.198482,0.786414,1,16
-1.4108,0.62,0.199959,0.786256,1,16
-1.4008,0.62,0.201455,0.786092,1,16
-1.3908,0.62,0.202972,0.785923,1,16
-1.3808,0.62,0.204509,0.785749,1,16
-1.3708,0.62,0.206066,0.785569,1,16
-1.3608,0.62,0.207645,0.785383,1,16
-1.3508,0.62,0.209246,0.785191,1,16
-1.3408,0.62,0.210869,0.784993,1,16
-1.3308,0.62,0.212514,0.784788,1,16
-1.3208,0.62,0.214182,0.784577,1,16
-1.3108,0.62,0.215873,0.784358,1,16
-1.3008,0.62,0.217589,0.784133,1,16
-1.2908,0.62,0.219329,0.7839,1,16
-1.2808,0.62,0.221093,0.78366,1,16
-1.2708,0.62,0.222883,0.783412,1,16
-1.2608,0.62,0.224699,0.783155,1,16
-1.2508,0.62,0.226542,0.782891,1,16
-1.2408,0.62,0.228411,0.782617,1,16
-1.2308,0.62,0.230308,0.782335,1,16
-1.2208,0.62,0.232233,0.782043,1,16
-1.2108,0.62,0.234187,0.781742,1,16
-1.2008,0.62,0.23617,0.781431,1,16
-1.1908,0.62,0.238183,0.78111,1,16
-1.1808,0.62,0.240226,0.780777,1,16
-1.1708,0.62,0.242301,0.780434,1,16
-1.1608,0.62,0.244408,0.780079,1,16
-1.1508,0.62,0.246548,0.779713,1,16
-1.1408,0.62,0.24872,0.779334,1,16
-1.1308,0.62,0.250927,0.778943,1,16
-1.1208,0.62,0.253169,0.778538,1,16
-1.1108,0.62,0.255446,0.77812,1,16
-1.1008,0.62,0.25776,0.777687,1,16
-1.0908,0.62,0.260111,0.77724,1,16
-1.0808,0.62,0.2625,0.776778,1,16
-1.0708,0.62,0.264927,0.776299,1,16
-1.0608,0.62,0.267395,0.775805,1,16
-1.0508,0.62,0.269903,0.775293,1,16
-1.0408,0.62,0.272453,0.774764,1,16
-1.0308,0.62,0.275046,0.774216,1,16
-1.0208,0.62,0.277682,0.773649,1,16
-1.0108,0.62,0.280362,0.773063,1,16
-1.0008,0.62,0.283088,0.772456,1,16
-0.990796,0.62,0.285861,0.771827,1,16
-0.980796,0.62,0.288682,0.771177,1,16
-0.970796,0.62,0.291552,0.770503,1,16
-0.960796,0.62,0.294471,0.769805,1,16
-0.950796,0.62,0.297442,0.769083,1,16
-0.940796,0.62,0.300465,0.768334,1,16
-0.930796,0.62,0.303542,0.767558,1,16
-0.920796,0.62,0.306674,0.766755,1,16
-0.910796,0.62,0.309863,0.765922,1,16
-0.900796,0.62,0.313109,0.765058,1,16
-0.890796,0.62,0.316414,0.764163,1,16
-0.880796,0.62,0.31978,0.763235,1,16
-0.870796,0.62,0.323207,0.762273,1,16
-0.860796,0.62,0.326699,0.761274,1,16
-0.850796,0.62,0.330255,0.760238,1,16
-0.840796,0.62,0.333878,0.759164,1,16
-0.830796,0.62,0.337569,0.758048,1,16
-0.820796,0.62,0.34133,0.75689,1,16
-0.810796,0.62,0.345162,0.755688,1,16
-0.800796,0.62,0.349069,0.75444,1,16
-0.790796,0.62,0.35305,0.753144,1,16
-0.780796,0.62,0.357108,0.751797,1,16
-0.770796,0.62,0.361245,0.750398,1,16
-0.760796,0.62,0.365463,0.748944,1,16
-0.750796,0.62,0.369764,0.747432,1,16
-0.740796,0.62,0.374149,0.745861,1,16
-0.730796,0.62,0.378622,0.744227,1,16
-0.720796,0.62,0.383183,0.742528,1,16
-0.710796,0.62,0.387835,0.74076,1,16
-0.700796,0.62,0.392581,0.738921,1,16
-0.690796,0.62,0.397421,0.737006,1,16
-0.680796,0.62,0.40236,0.735014,1,16
-0.670796,0.62,0.407398,0.732939,1,16
-0.660796,0.62,0.412538,0.730778,1,16
-0.650796,0.62,0.417783,0.728528,1,16
-0.640796,0.62,0.423135,0.726184,1,16
-0.630796,0.62,0.428596,0.72374,1,16
-0.620796,0.62,0.434168,0.721194,1,16
-0.610796,0.62,0.439854,0.718539,1,16
-0.600796,0.62,0.445656,0.715772,1,16
-0.590796,0.62,0.451577,0.712885,1,16
-0.580796,0.62,0.457619,0.709874,1,16
-0.570796,0.62,0.463783,0.706732,1,16
-0.560796,0.62,0.470073,0.703453,1,16
-0.550796,0.62,0.476491,0.700031,1,16
-0.540796,0.62,0.483037,0.696458,1,16
-0.530796,0.62,0.489716,0.692728,1,16
-0.520796,0.62,0.496528,0.688833,1,16
-0.510796,0.62,0.503475,0.684764,1,16
-0.500796,0.62,0.510559,0.680513,1,16
-0.490796,0.62,0.517781,0.676071,1,16
-0.480796,0.62,0.525142,0.67143,1,16
-0.470796,0.62,0.532644,0.666579,1,16
-0.460796,0.62,0.540287,0.661509,1,16
-0.450796,0.62,0.548071,0.656209,1,16
-0.440796,0.62,0.555996,0.650668,1,16
-0.430796,0.62,0.564063,0.644875,1,16
-0.420796,0.62,0.57227,0.638818,1,16
-0.410796,0.62,0.580616,0.632484,1,16
-0.400796,0.62,0.589099,0.625861,1,16
-0.390796,0.62,0.597716,0.618937,1,16
-0.380796,0.62,0.606465,0.611696,1,16
-0.370796,0.62,0.615341,0.604126,1,16
-0.360796,0.62,0.62434,0.596213,1,16
-0.350796,0.62,0.633456,0.58794,1,16
-0.340796,0.62,0.642683,0.579295,1,16
-0.330796,0.62,0.652013,0.570261,1,16
-0.320796,0.62,0.661437,0.560824,1,16
-0.310796,0.62,0.670946,0.550968,1,16
-0.300796,0.62,0.680527,0.540678,1,16
-0.290796,0.62,0.69017,0.529939,1,16
-0.280796,0.62,0.699858,0.518736,1,16
-0.270796,0.62,0.709578,0.507055,1,16
-0.260796,0.62,0.719312,0.494882,1,16
-0.250796,0.62,0.729041,0.482202,1,16
-0.240796,0.62,0.738744,0.469006,1,16
-0.230796,0.62,0.748401,0.45528,1,16
-0.220796,0.62,0.757986,0.441015,1,16
-0.210796,0.62,0.767475,0.426203,1,16
-0.200796,0.62,0.776841,0.410837,1,16
-0.190796,0.62,0.786054,0.394913,1,16
-0.180796,0.62,0.795085,0.378429,1,16
-0.170796,0.62,0.803901,0.361384,1,16
-0.160796,0.62,0.812472,0.343781,1,16
-0.150796,0.62,0.820762,0.325628,1,16
-0.140796,0.62,0.828738,0.306932,1,16
-0.130796,0.62,0.836365,0.287706,1,16
-0.120796,0.62,0.843607,0.267968,1,16
-0.110796,0.62,0.850431,0.247735,1,16
-0.100796,0.62,0.856802,0.227033,1,16
-0.0907963,0.62,0.862687,0.205888,1,16
-0.0807963,0.62,0.868055,0.184331,1,16
-0.0707963,0.62,0.872875,0.162398,1,16
-0.0607963,0.62,0.87712,0.140125,1,16
-0.0507963,0.62,0.880766,0.117555,1,16
-0.0407963,0.62,0.88379,0.0947306,1,16
-0.0307963,0.62,0.886174,0.0716997,1,16
-0.0207963,0.62,0.887903,0.0485106,1,16
-0.0107963,0.62,0.888966,0.0252137,1,16
-0.000796327,0.62,0.889357,0.00186054,1,16
0.00920367,0.62,0.889074,-0.0214968,1,16
0.0192037,0.62,0.888117,-0.0448061,1,16
0.0292037,0.62,0.886493,-0.0680158,1,16
0.0392037,0.62,0.884213,-0.0910752,1,16
0.0492037,0.62,0.88129,-0.113935,1,16
0.0592037,0.62,0.877742,-0.136549,1,16
0.0692037,0.62,0.87359,-0.158872,1,16
0.0792037,0.62,0.86886,-0.180862,1,16
0.0892037,0.62,0.863578,-0.202481,1,16
0.0992037,0.62,0.857773,-0.223694,1,16
0.109204,0.62,0.851477,-0.244469,1,16
0.119204,0.62,0.844723,-0.264778,1,16
0.129204,0.62,0.837545,-0.284597,1,16
0.139204,0.62,0.829977,-0.303905,1,16
0.149204,0.62,0.822055,-0.322686,1,16
0.159204,0.62,0.813812,-0.340927,1,16
0.169204,0.62,0.805284,-0.358617,1,16
0.179204,0.62,0.796504,-0.375751,1,16
0.189204,0.62,0.787505,-0.392325,1,16
0.199204,0.62,0.778319,-0.408339,1,16
0.209204,0.62,0.768976,-0.423793,1,16
0.219204,0.62,0.759505,-0.438693,1,16
0.229204,0.62,0.749933,-0.453044,1,16
0.239204,0.62,0.740286,-0.466855,1,16
0.249204,0.62,0.730588,-0.480136,1,16
0.259204,0.62,0.720862,-0.492896,1,16
0.269204,0.62,0.711128,-0.50515,1,16
0.279204,0.62,0.701405,-0.516908,1,16
0.289204,0.62,0.69171,-0.528187,1,16
0.299204,0.62,0.682059,-0.538998,1,16
0.309204,0.62,0.672467,-0.549359,1,16
0.319204,0.62,0.662946,-0.559283,1,16
0.329204,0.62,0.653508,-0.568786,1,16
0.339204,0.62,0.644162,-0.577883,1,16
0.349204,0.62,0.634919,-0.586589,1,16
0.359204,0.62,0.625784,-0.594919,1,16
0.369204,0.62,0.616766,-0.602889,1,16
0.379204,0.62,0.60787,-0.610513,1,16
0.389204,0.62,0.599101,-0.617805,1,16
0.399204,0.62,0.590462,-0.624779,1,16
0.409204,0.62,0.581958,-0.631449,1,16
0.419204,0.62,0.57359,-0.637828,1,16
0.429204,0.62,0.565361,-0.643928,1,16
0.439204,0.62,0.557272,-0.649763,1,16
0.449204,0.62,0.549324,-0.655343,1,16
0.459204,0.62,0.541517,-0.660681,1,16
0.469204,0.62,0.533852,-0.665787,1,16
0.479204,0.62,0.526327,-0.670672,1,16
0.489204,0.62,0.518944,-0.675346,1,16
0.499204,0.62,0.5117,-0.679818,1,16
0.509204,0.62,0.504594,-0.684099,1,16
0.519204,0.62,0.497625,-0.688196,1,16
0.529204,0.62,0.490792,-0.692119,1,16
0.539204,0.62,0.484092,-0.695875,1,16
0.549204,0.62,0.477525,-0.699472,1,16
0.559204,0.62,0.471087,-0.702918,1,16
0.569204,0.62,0.464777,-0.706219,1,16
0.579204,0.62,0.458592,-0.709382,1,16
0.589204,0.62,0.452531,-0.712414,1,16
0.599204,0.62,0.446591,-0.71532,1,16
0.609204,0.62,0.44077,-0.718106,1,16
0.619204,0.62,0.435066,-0.720779,1,16
0.629204,0.62,0.429476,-0.723342,1,16
0.639204,0.62,0.423997,-0.725801,1,16
0.649204,0.62,0.418628,-0.728161,1,16
0.659204,0.62,0.413367,-0.730426,1,16
0.669204,0.62,0.40821,-0.732601,1,16
0.679204,0.62,0.403155,-0.734689,1,16
0.689204,0.62,0.398201,-0.736694,1,16
0.699204,0.62,0.393345,-0.738621,1,16
0.709204,0.62,0.388585,-0.740472,1,16
0.719204,0.62,0.383918,-0.742251,1,16
0.729204,0.62,0.379342,-0.743961,1,16
0.739204,0.62,0.374856,-0.745605,1,16
0.749204,0.62,0.370457,-0.747186,1,16
0.759204,0.62,0.366142,-0.748707,1,16
0.769204,0.62,0.361911,-0.75017,1,16
0.779204,0.62,0.357762,-0.751578,1,16
0.789204,0.62,0.353691,-0.752933,1,16
0.799204,0.62,0.349698,-0.754237,1,16
0.809204,0.62,0.34578,-0.755493,1,16
0.819204,0.62,0.341935,-0.756702,1,16
0.829204,0.62,0.338163,-0.757867,1,16
0.839204,0.62,0.334461,-0.758989,1,16
0.849204,0.62,0.330827,-0.76007,1,16
0.859204,0.62,0.327261,-0.761112,1,16
0.869204,0.62,0.323759,-0.762116,1,16
0.879204,0.62,0.320322,-0.763084,1,16
0.889204,0.62,0.316946,-0.764018,1,16
0.899204,0.62,0.313631,-0.764918,1,16
0.909204,0.62,0.310376,-0.765786,1,16
0.919204,0.62,0.307178,-0.766624,1,16
0.929204,0.62,0.304038,-0.767432,1,16
0.939204,0.62,0.300952,-0.768212,1,16
0.949204,0.62,0.29792,-0.768965,1,16
0.959204,0.62,0.294941,-0.769692,1,16
0.969204,0.62,0.292013,-0.770393,1,16
0.979204,0.62,0.289136,-0.771071,1,16
0.989204,0.62,0.286307,-0.771725,1,16
0.999204,0.62,0.283527,-0.772357,1,16
1.0092,0.62,0.280793,-0.772967,1,16
1.0192,0.62,0.278106,-0.773557,1,16
1.0292,0.62,0.275462,-0.774127,1,16
1.0392,0.62,0.272863,-0.774678,1,16
1.0492,0.62,0.270307,-0.77521,1,16
1.0592,0.62,0.267792,-0.775724,1,16
1.0692,0.62,0.265318,-0.776222,1,16
1.0792,0.62,0.262884,-0.776702,1,16
1.0892,0.62,0.260489,-0.777167,1,16
1.0992,0.62,0.258132,-0.777617,1,16
1.1092,0.62,0.255812,-0.778052,1,16
1.1192,0.62,0.253529,-0.778472,1,16
1.1292,0.62,0.251282,-0.778879,1,16
1.1392,0.62,0.24907,-0.779273,1,16
1.1492,0.62,0.246891,-0.779653,1,16
1.1592,0.62,0.244747,-0.780022,1,16
1.1692,0.62,0.242635,-0.780378,1,16
1.1792,0.62,0.240555,-0.780723,1,16
1.1892,0.62,0.238506,-0.781057,1,16
1.1992,0.62,0.236488,-0.781381,1,16
1.2092,0.62,0.234501,-0.781693,1,16
1.2192,0.62,0.232542,-0.781996,1,16
1.2292,0.62,0.230613,-0.782289,1,16
1.2392,0.62,0.228711,-0.782573,1,16
1.2492,0.62,0.226838,-0.782848,1,16
1.2592,0.62,0.224991,-0.783114,1,16
1.2692,0.62,0.223171,-0.783371,1,16
1.2792,0.62,0.221377,-0.783621,1,16
1.2892,0.62,0.219608,-0.783862,1,16
1.2992,0.62,0.217864,-0.784096,1,16
1.3092,0.62,0.216145,-0.784323,1,16
1.3192,0.62,0.21445,-0.784542,1,16
1.3292,0.62,0.212778,-0.784755,1,16
1.3392,0.62,0.211129,-0.78496,1,16
1.3492,0.62,0.209503,-0.78516,1,16
1.3592,0.62,0.207899,-0.785353,1,16
1.3692,0.62,0.206317,-0.78554,1,16
1.3792,0.62,0.204755,-0.785721,1,16
1.3892,0.62,0.203215,-0.785896,1,16
1.3992,0.62,0.201696,-0.786066,1,16
1.4092,0.62,0.200196,-0.78623,1,16
1.4192,0.62,0.198716,-0.786389,1,16
1.4292,0.62,0.197256,-0.786544,1,16
1.4392,0.62,0.195814,-0.786693,1,16
1.4492,0.62,0.194391,-0.786838,1,16
1.4592,0.62,0.192987,-0.786978,1,16
1.4692,0.62,0.1916,-0.787113,1,16
1.4792,0.62,0.190231,-0.787245,1,16
1.4892,0.62,0.188879,-0.787372,1,16
1.4992,0.62,0.187544,-0.787495,1,16
1.5092,0.62,0.186226,-0.787614,1,16
1.5192,0.62,0.184925,-0.78773,1,16
1.5292,0.62,0.183639,-0.787841,1,16
1.5392,0.62,0.182369,-0.78795,1,16
1.5492,0.62,0.181115,-0.788054,1,16
1.5592,0.62,0.179876,-0.788155,1,16
1.5692,0.62,0.178652,-0.788253,1,16
-1.5708,0.63,0.181403,0.787505,1,16
-1.5608,0.63,0.182641,0.787398,1,16
-1.5508,0.63,0.183894,0.787288,1,16
-1.5408,0.63,0.185162,0.787174,1,16
-1.5308,0.63,0.186446,0.787057,1,16
-1.5208,0.63,0.187746,0.786936,1,16
-1.5108,0.63,0.189062,0.786811,1,16
-1.5008,0.63,0.190394,0.786682,1,16
-1.4908,0.63,0.191744,0.786549,1,16
-1.4808,0.63,0.19311,0.786411,1,16
-1.4708,0.63,0.194494,0.78627,1,16
-1.4608,0.63,0.195896,0.786124,1,16
-1.4508,0.63,0.197315,0.785973,1,16
-1.4408,0.63,0.198753,0.785818,1,16
-1.4308,0.63,0.20021,0.785657,1,16
-1.4208,0.63,0.201686,0.785492,1,16
-1.4108,0.63,0.203181,0.785321,1,16
-1.4008,0.63,0.204696,0.785145,1,16
-1.3908,0.63,0.206232,0.784963,1,16
-1.3808,0.63,0.207788,0.784776,1,16
-1.3708,0.63,0.209365,0.784583,1,16
-1.3608,0.63,0.210963,0.784383,1,16
-1.3508,0.63,0.212584,0.784177,1,16
-1.3408,0.63,0.214226,0.783965,1,16
-1.3308,0.63,0.215891,0.783746,1,16
-1.3208,0.63,0.21758,0.78352,1,16
-1.3108,0.63,0.219292,0.783287,1,16
-1.3008,0.63,0.221028,0.783047,1,16
-1.2908,0.63,0.222788,0.782799,1,16
-1.2808,0.63,0.224574,0.782543,1,16
-1.2708,0.63,0.226385,0.782278,1,16
-1.2608,0.63,0.228222,0.782006,1,16
-1.2508,0.63,0.230086,0.781724,1,16
-1.2408,0.63,0.231977,0.781434,1,16
-1.2308,0.63,0.233896,0.781134,1,16
-1.2208,0.63,0.235844,0.780824,1,16
-1.2108,0.63,0.23782,0.780505,1,16
-1.2008,0.63,0.239825,0.780175,1,16
-1.1908,0.63,0.241861,0.779835,1,16
-1.1808,0.63,0.243928,0.779483,1,16
-1.1708,0.63,0.246026,0.77912,1,16
-1.1608,0.63,0.248156,0.778745,1,16
-1.1508,0.63,0.250319,0.778358,1,16
-1.1408,0.63,0.252515,0.777958,1,16
-1.1308,0.63,0.254746,0.777545,1,16
-1.1208,0.63,0.257012,0.777118,1,16
-1.1108,0.63,0.259313,0.776677,1,16
-1.1008,0.63,0.261651,0.776222,1,16
-1.0908,0.63,0.264027,0.775751,1,16
-1.0808,0.63,0.26644,0.775265,1,16
-1.0708,0.63,0.268893,0.774762,1,16
-1.0608,0.63,0.271386,0.774242,1,16
-1.0508,0.63,0.273919,0.773704,1,16
-1.0408,0.63,0.276495,0.773149,1,16
-1.0308,0.63,0.279113,0.772574,1,16
-1.0208,0.63,0.281774,0.77198,1,16
-1.0108,0.63,0.284481,0.771365,1,16
-1.0008,0.63,0.287233,0.770729,1,16
-0.990796,0.63,0.290032,0.770071,1,16
-0.980796,0.63,0.292879,0.76939,1,16
-0.970796,0.63,0.295775,0.768686,1,16
-0.960796,0.63,0.298721,0.767956,1,16
-0.950796,0.63,0.301718,0.767201,1,16
-0.940796,0.63,0.304768,0.766419,1,16
-0.930796,0.63,0.307872,0.76561,1,16
-0.920796,0.63,0.311031,0.764771,1,16
-0.910796,0.63,0.314246,0.763903,1,16
-0.900796,0.63,0.317519,0.763003,1,16
-0.890796,0.63,0.320851,0.76207,1,16
-0.880796,0.63,0.324243,0.761104,1,16
-0.870796,0.63,0.327697,0.760102,1,16
-0.860796,0.63,0.331215,0.759064,1,16
-0.850796,0.63,0.334798,0.757987,1,16
-0.840796,0.63,0.338447,0.75687,1,16
-0.830796,0.63,0.342164,0.755711,1,16
-0.820796,0.63,0.345951,0.754509,1,16
-0.810796,0.63,0.349809,0.753262,1,16
-0.800796,0.63,0.353741,0.751968,1,16
-0.790796,0.63,0.357747,0.750624,1,16
-0.780796,0.63,0.361831,0.749228,1,16
-0.770796,0.63,0.365992,0.747779,1,16
-0.760796,0.63,0.370234,0.746274,1,16
-0.750796,0.63,0.374558,0.744711,1,16
-0.740796,0.63,0.378967,0.743086,1,16
-0.730796,0.63,0.383462,0.741397,1,16
-0.720796,0.63,0.388045,0.739642,1,16
-0.710796,0.63,0.392718,0.737817,1,16
-0.700796,0.63,0.397484,0.735919,1,16
-0.690796,0.63,0.402344,0.733944,1,16
-0.680796,0.63,0.407301,0.73189,1,16
-0.670796,0.63,0.412357,0.729753,1,16
-0.660796,0.63,0.417514,0.727528,1,16
-0.650796,0.63,0.422774,0.725212,1,16
-0.640796,0.63,0.428139,0.722801,1,16
-0.630796,0.63,0.433612,0.720289,1,16
-0.620796,0.63,0.439195,0.717673,1,16
-0.610796,0.63,0.444891,0.714947,1,16
-0.600796,0.63,0.4507,0.712106,1,16
-0.590796,0.63,0.456626,0.709145,1,16
-0.580796,0.63,0.462671,0.706059,1,16
-0.570796,0.63,0.468837,0.70284,1,16
-0.560796,0.63,0.475126,0.699483,1,16
-0.550796,0.63,0.481539,0.695981,1,16
-0.540796,0.63,0.488079,0.692328,1,16
-0.530796,0.63,0.494748,0.688516,1,16
-0.520796,0.63,0.501547,0.684537,1,16
-0.510796,0.63,0.508478,0.680385,1,16
-0.500796,0.63,0.515542,0.676049,1,16
-0.490796,0.63,0.52274,0.671522,1,16
-0.480796,0.63,0.530074,0.666795,1,16
-0.470796,0.63,0.537544,0.661857,1,16
-0.460796,0.63,0.54515,0.6567,1,16
-0.450796,0.63,0.552893,0.651314,1,16
-0.440796,0.63,0.560772,0.645686,1,16
-0.430796,0.63,0.568786,0.639806,1,16
-0.420796,0.63,0.576936,0.633664,1,16
-0.410796,0.63,0.585218,0.627246,1,16
-0.400796,0.63,0.593631,0.62054,1,16
-0.390796,0.63,0.602171,0.613534,1,16
-0.380796,0.63,0.610837,0.606215,1,16
-0.370796,0.63,0.619623,0.598569,1,16
-0.360796,0.63,0.628524,0.590583,1,16
-0.350796,0.63,0.637535,0.582242,1,16
-0.340796,0.63,0.646648,0.573532,1,16
-0.330796,0.63,0.655857,0.564439,1,16
-0.320796,0.63,0.665152,0.554948,1,16
-0.310796,0.63,0.674522,0.545046,1,16
-0.300796,0.63,0.683958,0.534717,1,16
-0.290796,0.63,0.693445,0.523947,1,16
-0.280796,0.63,0.702971,0.512722,1,16
-0.270796,0.63,0.712519,0.501029,1,16
-0.260796,0.63,0.722073,0.488855,1,16
-0.250796,0.63,0.731614,0.476188,1,16
-0.240796,0.63,0.741123,0.463015,1,16
-0.230796,0.63,0.750577,0.449329,1,16
-0.220796,0.63,0.759954,0.435118,1,16
-0.210796,0.63,0.769228,0.420376,1,16
-0.200796,0.63,0.778374,0.405098,1,16
-0.190796,0.63,0.787364,0.38928,1,16
-0.180796,0.63,0.796168,0.372919,1,16
-0.170796,0.63,0.804757,0.356018,1,16
-0.160796,0.63,0.813099,0.33858,1,16
-0.150796,0.63,0.821162,0.320612,1,16
-0.140796,0.63,0.828913,0.302122,1,16
-0.130796,0.63,0.83632,0.283124,1,16
-0.120796,0.63,0.843348,0.263634,1,16
-0.110796,0.63,0.849965,0.243672,1,16
-0.100796,0.63,0.85614,0.22326,1,16
-0.0907963,0.63,0.86184,0.202425,1,16
-0.0807963,0.63,0.867036,0.181196,1,16
-0.0707963,0.63,0.8717,0.159609,1,16
-0.0607963,0.63,0.875806,0.137698,1,16
-0.0507963,0.63,0.87933,0.115503,1,16
-0.0407963,0.63,0.882253,0.0930677,1,16
