vx_target [m/s],vy_target [m/s],opt_score [-],opt_wheelspeed [rad/s],opt_steering_angle [rad],opt_yawrate [rad/s]
6.750000,1.000000,34.942146,107999.999998,0.211283,-0.436415
7.000000,1.000000,35.002341,111999.999995,0.211845,-0.420148
7.250000,1.000000,35.064856,115999.999994,0.212428,-0.404978
7.500000,1.000000,35.129704,119999.999994,0.213031,-0.390796
7.750000,1.000000,35.196900,123999.999998,0.213655,-0.377506
8.000000,1.000000,35.266459,127999.999998,0.214300,-0.365025
8.250000,1.000000,35.338398,131999.999989,0.214965,-0.353279
8.500000,1.000000,35.412731,135999.999999,0.215651,-0.342203
8.750000,1.000000,35.489477,139999.999998,0.216358,-0.331739
9.000000,1.000000,35.568652,143999.999993,0.217085,-0.321837
9.250000,1.000000,35.650272,147999.999997,0.217833,-0.312450
9.500000,1.000000,35.734358,151999.999998,0.218601,-0.303539
9.750000,1.000000,35.820926,155999.999993,0.219392,-0.295066
10.000000,1.000000,35.909995,159999.999998,0.220202,-0.286999
0.250000,1.100000,52.268990,3972.620027,-0.177047,-2.222222
0.500000,1.100000,38.440389,7112.888888,0.121942,-3.657979
0.750000,1.100000,27.973514,12000.000000,0.333930,-4.316415
1.000000,1.100000,36.651158,16000.000000,0.208472,-2.681947
1.250000,1.100000,36.697820,20000.000000,0.207542,-2.140409
1.500000,1.100000,36.726661,23999.999999,0.207242,-1.781665
1.750000,1.100000,36.750572,27999.999999,0.207146,-1.525886
2.000000,1.100000,36.773173,32000.000000,0.207152,-1.334173
2.250000,1.100000,36.795920,35999.999999,0.207223,-1.185083
2.500000,1.100000,36.819526,39999.999999,0.207340,-1.065794
2.750000,1.100000,36.842536,44000.000000,0.207667,-0.968206
3.000000,1.100000,36.866489,47999.999999,0.207901,-0.886873
3.250000,1.100000,36.892489,51999.999999,0.208158,-0.818002
3.500000,1.100000,36.920555,55999.999997,0.208436,-0.758923
3.750000,1.100000,36.950702,59999.999999,0.208737,-0.707677
4.000000,1.100000,36.982941,63999.999991,0.209058,-0.662795
4.250000,1.100000,37.017285,67999.999999,0.209401,-0.623153
4.500000,1.100000,37.053742,71999.999997,0.209765,-0.587880
4.750000,1.100000,37.092324,75999.999996,0.210151,-0.556283
5.000000,1.100000,37.133040,79999.999997,0.210557,-0.527813
5.250000,1.100000,37.175901,83999.999996,0.210985,-0.502021
5.500000,1.100000,37.220917,87999.999996,0.211434,-0.478544
5.750000,1.100000,37.268098,91999.999999,0.211902,-0.457079
6.000000,1.100000,37.317456,95999.999998,0.212395,-0.437374
6.250000,1.100000,37.369002,99999.999998,0.212907,-0.419218
6.500000,1.100000,37.422751,103999.999995,0.213677,-0.402426
6.750000,1.100000,37.478712,107999.999998,0.213677,-0.386874
7.000000,1.100000,37.536884,111999.999995,0.214571,-0.372385
7.250000,1.100000,37.597301,116000.000000,0.215168,-0.358880
7.500000,1.100000,37.659967,119999.999998,0.215786,-0.346252
7.750000,1.100000,37.724897,123999.999995,0.216391,-0.334418
8.000000,1.100000,37.792104,127999.999999,0.217085,-0.323300
8.250000,1.100000,37.861603,131999.999998,0.217766,-0.312836
8.500000,1.100000,37.933408,135999.999998,0.218469,-0.302967
8.750000,1.100000,38.007536,139999.999999,0.219193,-0.293642
9.000000,1.100000,38.084001,143999.999998,0.219938,-0.284815
9.250000,1.100000,38.162819,147999.999993,0.220704,-0.276447
9.500000,1.100000,38.244008,151999.999993,0.221492,-0.268501
9.750000,1.100000,38.327584,155999.999992,0.222269,-0.260945
10.000000,1.100000,38.413564,159999.999992,0.223131,-0.253748
0.250000,1.200000,51.987873,3999.999999,-0.164837,-2.400549
0.500000,1.200000,37.988627,7967.144032,0.162123,-3.909465
0.750000,1.200000,38.797090,12000.000000,0.212784,-3.209002
1.000000,1.200000,38.889867,16000.000000,0.210072,-2.388303
1.250000,1.200000,38.924803,19999.999999,0.209535,-1.907313
1.500000,1.200000,38.949148,24000.000000,0.209357,-1.587846
1.750000,1.200000,38.970479,27999.999999,0.209319,-1.359926
2.000000,1.200000,38.991230,31999.999999,0.209360,-1.189049
2.250000,1.200000,39.012455,35999.999997,0.209454,-1.056241
2.500000,1.200000,39.034693,39999.999998,0.209592,-0.949791
2.750000,1.200000,39.056119,43999.999998,0.209939,-0.862795
3.000000,1.200000,39.079105,48000.000000,0.210182,-0.790268
3.250000,1.200000,39.104073,51999.999993,0.210446,-0.728850
3.500000,1.200000,39.131034,56000.000000,0.210733,-0.676159
3.750000,1.200000,39.160002,59999.999997,0.211042,-0.630451
4.000000,1.200000,39.190985,63999.999997,0.211373,-0.590416
4.250000,1.200000,39.223994,67999.999997,0.211725,-0.555053
4.500000,1.200000,39.259037,71999.999997,0.212099,-0.523583
4.750000,1.200000,39.296122,75999.999999,0.212495,-0.495391
5.000000,1.200000,39.335260,79999.999996,0.212912,-0.469985
5.250000,1.200000,39.376459,83999.999996,0.213351,-0.446968
5.500000,1.200000,39.419730,87999.999996,0.213677,-0.426017
5.750000,1.200000,39.465078,91999.999996,0.214294,-0.406852
6.000000,1.200000,39.512518,95999.999998,0.214798,-0.389260
6.250000,1.200000,39.562059,99999.999995,0.215324,-0.373048
6.500000,1.200000,39.613711,103999.999995,0.215871,-0.358059
6.750000,1.200000,39.667485,107852.148146,0.216440,-0.344155
7.000000,1.200000,39.723392,111999.999998,0.217030,-0.331221
7.250000,1.200000,39.781446,115999.999994,0.217747,-0.319152
7.500000,1.200000,39.841655,119999.999994,0.218276,-0.307872
7.750000,1.200000,39.904036,124000.000000,0.218932,-0.297295
8.000000,1.200000,39.968600,127999.999999,0.219609,-0.287358
8.250000,1.200000,40.035360,131999.999981,0.220308,-0.278003
8.500000,1.200000,40.104330,135999.999994,0.221029,-0.269179
8.750000,1.200000,40.175524,139999.999993,0.221772,-0.260839
9.000000,1.200000,40.248956,143999.999998,0.222536,-0.252944
9.250000,1.200000,40.324643,147999.999995,0.223322,-0.245458
9.500000,1.200000,40.402597,151999.999998,0.224130,-0.238347
9.750000,1.200000,40.482837,155999.999991,0.224960,-0.231584
10.000000,1.200000,40.565376,159999.999997,0.225812,-0.225142
0.250000,1.300000,51.537397,3999.391554,0.164837,-1.961930
0.500000,1.300000,38.097282,7999.999999,0.164837,-4.299649
0.750000,1.300000,40.762414,12000.000000,0.213095,-2.860444
1.000000,1.300000,40.821648,15999.999999,0.211737,-2.136031
1.250000,1.300000,40.849775,20000.000000,0.211392,-1.706389
1.500000,1.300000,40.871018,24000.000000,0.211284,-1.420667
1.750000,1.300000,40.890360,28000.000000,0.211284,-1.216746
2.000000,1.300000,40.909564,31999.999998,0.211349,-1.063835
2.250000,1.300000,40.929437,35999.999999,0.211462,-0.944890
2.500000,1.300000,40.950287,39999.999999,0.211750,-0.849694
2.750000,1.300000,40.970381,43999.999999,0.211978,-0.771845
3.000000,1.300000,40.992365,48000.000000,0.212228,-0.706920
3.250000,1.300000,41.016254,51999.999998,0.212501,-0.651935
3.500000,1.300000,41.042057,55999.999999,0.212797,-0.604760
3.750000,1.300000,41.069785,59999.999999,0.213114,-0.563834
4.000000,1.300000,41.099448,63999.999995,0.213677,-0.527976
4.250000,1.300000,41.131045,67999.999997,0.213816,-0.496314
4.500000,1.300000,41.164594,72000.000000,0.214201,-0.468129
4.750000,1.300000,41.200100,75999.999996,0.214607,-0.442876
5.000000,1.300000,41.237570,80000.000000,0.215036,-0.420118
5.250000,1.300000,41.277013,84000.000000,0.215486,-0.399496
5.500000,1.300000,41.318437,87999.999996,0.215959,-0.380721
5.750000,1.300000,41.361852,91999.999996,0.216454,-0.363550
6.000000,1.300000,41.407266,95999.999995,0.216971,-0.347784
6.250000,1.300000,41.454690,99999.999986,0.217511,-0.333253
6.500000,1.300000,41.504132,103999.999995,0.218073,-0.319815
6.750000,1.300000,41.555603,107999.999999,0.218652,-0.307349
7.000000,1.300000,41.609114,111999.999995,0.219263,-0.295751
7.250000,1.300000,41.664675,115999.999998,0.219891,-0.284930
7.500000,1.300000,41.722299,119999.999999,0.220542,-0.274809
7.750000,1.300000,41.781995,123999.999994,0.221215,-0.265320
8.000000,1.300000,41.843778,127999.999994,0.221817,-0.256406
8.250000,1.300000,41.907657,131999.999994,0.222627,-0.248008
8.500000,1.300000,41.973647,135999.999998,0.223367,-0.240087
8.750000,1.300000,42.041760,139999.999996,0.224130,-0.232600
9.000000,1.300000,42.112010,143999.999993,0.224914,-0.225511
9.250000,1.300000,42.184411,147999.999999,0.225721,-0.218787
9.500000,1.300000,42.258976,151999.999993,0.226551,-0.212400
9.750000,1.300000,42.335895,155999.999997,0.225887,-0.206360
10.000000,1.300000,42.414874,159999.999996,0.229957,-0.200492
0.250000,1.400000,50.937955,3999.797180,0.197882,-2.110368
0.500000,1.400000,37.179585,7999.904851,0.369695,-3.858886
0.750000,1.400000,42.449581,11999.999999,0.214168,-2.565721
1.000000,1.400000,42.492633,15999.999999,0.213340,-1.918499
1.250000,1.400000,42.516317,20000.000000,0.213103,-1.532871
1.500000,1.400000,42.535246,23999.999999,0.213041,-1.276241
1.750000,1.400000,42.552969,27999.999999,0.213066,-1.093038
2.000000,1.400000,42.570834,31999.999999,0.213150,-0.955646
2.250000,1.400000,42.589482,35999.999998,0.213277,-0.848763
2.500000,1.400000,42.608745,39999.999999,0.213584,-0.763230
2.750000,1.400000,42.627909,44000.000000,0.213819,-0.693264
3.000000,1.400000,42.648886,47999.999993,0.214077,-0.634909
3.250000,1.400000,42.671686,51999.999999,0.214358,-0.585485
3.500000,1.400000,42.696317,55999.999997,0.214662,-0.543079
3.750000,1.400000,42.722788,59999.999997,0.214988,-0.506286
4.000000,1.400000,42.751105,63999.999997,0.215337,-0.474055
4.250000,1.400000,42.781277,67999.999997,0.215709,-0.445579
4.500000,1.400000,42.813309,72000.000000,0.216104,-0.420234
4.750000,1.400000,42.847210,75999.999996,0.216521,-0.397524
5.000000,1.400000,42.882986,79999.999996,0.216961,-0.377055
5.250000,1.400000,42.920646,83999.999996,0.217424,-0.358506
5.500000,1.400000,42.960197,87999.999999,0.217909,-0.341615
5.750000,1.400000,43.001647,91999.999996,0.218418,-0.326166
6.000000,1.400000,43.045006,95999.999996,0.219104,-0.311975
6.250000,1.400000,43.090279,99999.999995,0.219502,-0.298903
6.500000,1.400000,43.137479,103999.999998,0.220079,-0.286808
6.750000,1.400000,43.186618,107999.999997,0.220461,-0.275592
7.000000,1.400000,43.237696,111999.999998,0.221365,-0.265142
7.250000,1.400000,43.290731,115999.999994,0.221946,-0.255400
7.500000,1.400000,43.345732,119999.999995,0.222613,-0.246285
7.750000,1.400000,43.402710,123999.999993,0.223304,-0.237738
8.000000,1.400000,43.461675,127999.999998,0.224018,-0.229705
8.250000,1.400000,43.522639,131999.999994,0.224754,-0.222141
8.500000,1.400000,43.585614,135937.938728,0.225514,-0.215002
8.750000,1.400000,43.650611,139999.999993,0.226296,-0.208254
9.000000,1.400000,43.717644,143999.999992,0.227102,-0.201863
9.250000,1.400000,43.786724,147999.999993,0.227930,-0.195800
9.500000,1.400000,43.857866,151999.999998,0.228781,-0.190040
9.750000,1.400000,43.931081,155999.999998,0.229656,-0.184558
10.000000,1.400000,44.006412,159999.999999,0.229957,-0.179349
0.250000,1.500000,50.423800,2981.465014,0.243373,-2.222222
0.500000,1.500000,37.060317,7997.566224,0.367434,-4.258497
0.750000,1.500000,43.908531,12000.000000,0.215411,-2.312480
1.000000,1.500000,43.942279,15999.999999,0.214845,-1.730275
1.250000,1.500000,43.962813,19999.999999,0.214675,-1.382612
1.500000,1.500000,43.979920,23999.999999,0.214644,-1.151148
1.750000,1.500000,43.996276,27999.999999,0.214689,-0.985883
2.000000,1.500000,44.012955,31999.999999,0.214787,-0.861933
2.250000,1.500000,44.030483,35999.999998,0.214925,-0.765499
2.500000,1.500000,44.048325,39999.999996,0.215249,-0.688335
2.750000,1.500000,44.066577,43999.999998,0.215490,-0.625200
3.000000,1.500000,44.086561,47999.999999,0.215756,-0.572538
3.250000,1.500000,44.108285,51999.999999,0.216044,-0.527934
3.500000,1.500000,44.131758,55999.999997,0.216357,-0.489660
3.750000,1.500000,44.156985,59999.999997,0.216692,-0.456450
4.000000,1.500000,44.183974,63999.999998,0.217050,-0.427355
4.250000,1.500000,44.212730,67999.999997,0.217432,-0.401648
4.500000,1.500000,44.243260,71999.999996,0.217837,-0.378765
4.750000,1.500000,44.275571,75999.999989,0.218266,-0.358259
5.000000,1.500000,44.309669,79999.999996,0.218717,-0.339774
5.250000,1.500000,44.345562,83999.999999,0.219192,-0.323022
5.500000,1.500000,44.383257,88000.000000,0.219690,-0.307766
5.750000,1.500000,44.422761,91999.999996,0.220212,-0.293810
6.000000,1.500000,44.464082,95999.999995,0.220757,-0.280993
6.250000,1.500000,44.507229,99999.999992,0.221325,-0.269177
6.500000,1.500000,44.552210,103999.999992,0.221917,-0.258247
6.750000,1.500000,44.599033,107999.999998,0.222531,-0.248105
7.000000,1.500000,44.647709,111999.999980,0.223170,-0.238666
7.250000,1.500000,44.698246,115999.999994,0.223832,-0.229857
7.500000,1.500000,44.750654,119999.999994,0.224517,-0.221615
7.750000,1.500000,44.804942,123999.999997,0.225225,-0.213885
8.000000,1.500000,44.861123,127999.999998,0.225958,-0.206620
8.250000,1.500000,44.919205,131999.999994,0.226713,-0.199776
8.500000,1.500000,44.979201,135999.999998,0.227492,-0.193317
8.750000,1.500000,45.041120,139999.999998,0.228299,-0.187210
9.000000,1.500000,45.104976,143999.999993,0.229121,-0.181425
9.250000,1.500000,45.170779,147999.999998,0.229971,-0.175936
9.500000,1.500000,45.238541,151999.999997,0.230844,-0.170720
9.750000,1.500000,45.308276,155999.999993,0.231741,-0.165756
10.000000,1.500000,45.379996,159999.999992,0.232662,-0.161025
0.250000,1.600000,49.980340,4000.000000,0.164837,-2.565666
0.500000,1.600000,39.546225,7112.888892,0.659321,-3.159573
0.750000,1.600000,45.176416,12000.000000,0.216663,-2.093254
1.000000,1.600000,45.204178,15999.999999,0.216246,-1.566814
1.250000,1.600000,45.222338,20000.000000,0.216121,-1.252062
1.500000,1.600000,45.237951,23999.999999,0.216112,-1.042449
1.750000,1.600000,45.253124,27999.999999,0.216172,-0.892769
2.000000,1.600000,45.268738,31999.999999,0.216281,-0.780498
2.250000,1.600000,45.285236,35999.999998,0.216430,-0.693145
2.500000,1.600000,45.301798,39999.999999,0.216767,-0.623256
2.750000,1.600000,45.319165,43999.999998,0.217016,-0.566057
3.000000,1.600000,45.338184,47999.999999,0.217288,-0.518346
3.250000,1.600000,45.358863,51999.999998,0.217585,-0.477931
3.500000,1.600000,45.381208,55999.999998,0.217905,-0.443249
3.750000,1.600000,45.405224,59999.999997,0.218249,-0.413154
4.000000,1.600000,45.430918,64000.000000,0.218617,-0.386786
4.250000,1.600000,45.458294,67999.999997,0.219008,-0.363486
4.500000,1.600000,45.487360,71999.999997,0.219424,-0.342744
4.750000,1.600000,45.518121,75999.999996,0.219863,-0.324155
5.000000,1.600000,45.550584,79999.999996,0.220326,-0.307397
5.250000,1.600000,45.584755,83999.999996,0.220813,-0.292207
5.500000,1.600000,45.620640,87999.999996,0.221324,-0.278373
5.750000,1.600000,45.658248,91999.999999,0.221817,-0.265717
6.000000,1.600000,45.697585,95999.999992,0.222418,-0.254090
6.250000,1.600000,45.738661,99999.999986,0.223174,-0.243367
6.500000,1.600000,45.781477,103999.999995,0.223607,-0.233455
6.750000,1.600000,45.826049,107999.999995,0.224237,-0.224252
7.000000,1.600000,45.872382,111999.999991,0.224892,-0.215686
7.250000,1.600000,45.920486,115999.999996,0.225569,-0.207690
7.500000,1.600000,45.970369,119999.999994,0.226273,-0.200208
7.750000,1.600000,46.022041,123999.999994,0.226999,-0.193190
8.000000,1.600000,46.075511,127999.999995,0.227750,-0.186593
8.250000,1.600000,46.130790,131999.999994,0.228524,-0.180377
8.500000,1.600000,46.187887,135999.999994,0.229323,-0.174510
8.750000,1.600000,46.246814,140000.000000,0.230145,-0.168961
9.000000,1.600000,46.307580,143999.999989,0.230992,-0.163705
9.250000,1.600000,46.370197,147999.999991,0.231863,-0.158716
9.500000,1.600000,46.434677,151999.999978,0.232671,-0.153976
9.750000,1.600000,46.501029,155999.999978,0.233676,-0.149460
10.000000,1.600000,46.569267,159999.999999,0.234621,-0.145157
0.250000,1.700000,49.611785,3999.999999,0.164837,-2.770919
0.500000,1.700000,46.214732,8000.000000,0.219552,-2.876796
0.750000,1.700000,46.283123,11999.999999,0.217870,-1.902454
1.000000,1.700000,46.306714,16000.000000,0.217546,-1.424310
1.250000,1.700000,46.323003,19999.999999,0.217453,-1.138217
1.500000,1.700000,46.337355,23999.999999,0.217461,-0.947653
1.750000,1.700000,46.351485,27999.999996,0.217533,-0.811563
2.000000,1.700000,46.366134,31999.999999,0.217652,-0.709478
2.250000,1.700000,46.381681,35999.999999,0.217809,-0.630046
2.500000,1.700000,46.397085,39999.999998,0.218158,-0.566501
2.750000,1.700000,46.413603,43999.999998,0.218413,-0.514482
3.000000,1.700000,46.431694,47999.999999,0.218652,-0.471090
3.250000,1.700000,46.451366,51999.999993,0.218997,-0.434329
3.500000,1.700000,46.472624,55999.999992,0.219325,-0.402782
3.750000,1.700000,46.495472,59999.999996,0.219678,-0.375405
4.000000,1.700000,46.519918,64000.000000,0.220055,-0.351416
4.250000,1.700000,46.545965,68000.000000,0.220456,-0.330217
4.500000,1.700000,46.573619,71999.999990,0.220882,-0.311343
4.750000,1.700000,46.602886,75999.999996,0.221332,-0.294427
5.000000,1.700000,46.633771,79999.999996,0.221807,-0.279176
5.250000,1.700000,46.666282,83999.999996,0.222306,-0.265350
5.500000,1.700000,46.700423,87999.999996,0.222829,-0.252756
5.750000,1.700000,46.736202,91999.999995,0.223377,-0.241234
6.000000,1.700000,46.773626,96000.000000,0.223949,-0.230649
6.250000,1.700000,46.812702,99999.999998,0.224531,-0.220888
6.500000,1.700000,46.853437,103999.999985,0.225167,-0.211857
6.750000,1.700000,46.895839,107999.999995,0.225887,-0.203472
7.000000,1.700000,46.939915,111999.999998,0.226484,-0.195670
7.250000,1.700000,46.985675,115999.999983,0.227178,-0.188385
7.500000,1.700000,47.033126,119999.999995,0.227898,-0.181567
7.750000,1.700000,47.082278,123999.999982,0.228640,-0.175170
8.000000,1.700000,47.133138,127999.999994,0.229411,-0.169156
8.250000,1.700000,47.185718,131999.999998,0.230204,-0.163489
8.500000,1.700000,47.240025,135999.999994,0.231022,-0.158139
8.750000,1.700000,47.296070,139999.999989,0.231864,-0.153079
9.000000,1.700000,47.353864,143999.999981,0.232731,-0.148284
9.250000,1.700000,47.413415,147999.999995,0.233625,-0.143732
9.500000,1.700000,47.474735,151999.999993,0.234539,-0.139405
9.750000,1.700000,47.537835,155999.999992,0.235480,-0.135285
10.000000,1.700000,47.602726,159999.999997,0.236446,-0.131357
0.250000,1.800000,49.101867,3999.999998,0.266738,-2.821216
0.500000,1.800000,47.202027,7999.999999,0.220163,-2.618513
0.750000,1.800000,47.253237,11999.999999,0.219013,-1.735618
1.000000,1.800000,47.273746,16000.000000,0.218752,-1.299582
1.250000,1.800000,47.288508,19999.999999,0.218682,-1.038556
1.500000,1.800000,47.301773,23999.999999,0.218704,-0.864664
1.750000,1.800000,47.314973,27999.999999,0.218786,-0.740469
2.000000,1.800000,47.328742,31999.999999,0.218913,-0.647303
2.250000,1.800000,47.343409,35999.999998,0.219078,-0.574807
2.500000,1.800000,47.357762,39999.999998,0.219438,-0.516817
2.750000,1.800000,47.373468,43999.999998,0.219700,-0.469334
3.000000,1.800000,47.390672,47999.999998,0.219986,-0.429722
3.250000,1.800000,47.409381,51999.999998,0.220298,-0.396164
3.500000,1.800000,47.429599,56000.000000,0.220634,-0.367362
3.750000,1.800000,47.451331,59999.999997,0.220995,-0.342365
4.000000,1.800000,47.474581,63999.999999,0.221381,-0.320461
4.250000,1.800000,47.499355,67999.999997,0.221817,-0.301101
4.500000,1.800000,47.525658,71999.999997,0.222228,-0.283865
4.750000,1.800000,47.553495,75999.999989,0.222688,-0.268415
5.000000,1.800000,47.582871,79999.999996,0.223174,-0.254483
5.250000,1.800000,47.613793,83999.999996,0.223685,-0.241853
5.500000,1.800000,47.646265,87999.999987,0.224221,-0.230346
5.750000,1.800000,47.680295,91999.999996,0.224782,-0.219817
6.000000,1.800000,47.715889,95999.999994,0.225435,-0.210142
6.250000,1.800000,47.753052,99999.999995,0.225978,-0.201223
6.500000,1.800000,47.791794,103999.999998,0.226613,-0.192967
6.750000,1.800000,47.832120,107999.999998,0.227274,-0.185304
7.000000,1.800000,47.874038,111999.999998,0.227960,-0.178168
7.250000,1.800000,47.917555,115999.999993,0.228671,-0.171506
7.500000,1.800000,47.962681,119999.999994,0.229407,-0.165270
7.750000,1.800000,48.009422,123999.999994,0.230169,-0.159419
8.000000,1.800000,48.057787,127993.509926,0.230955,-0.153916
8.250000,1.800000,48.107786,131999.999994,0.231766,-0.148731
8.500000,1.800000,48.159427,135999.999995,0.232603,-0.143834
8.750000,1.800000,48.212719,139992.901482,0.233465,-0.139202
9.000000,1.800000,48.267671,143802.864191,0.234351,-0.134812
9.250000,1.800000,48.324293,147999.999993,0.235263,-0.130644
9.500000,1.800000,48.382596,151984.586077,0.236201,-0.126681
9.750000,1.800000,48.442588,155999.999991,0.237193,-0.122906
10.000000,1.800000,48.504281,159999.999997,0.238150,-0.119308
0.250000,1.900000,48.797552,3999.999999,0.274728,-3.013260
0.500000,1.900000,48.066426,8000.000000,0.220950,-2.394548
0.750000,1.900000,48.107144,12000.000000,0.220090,-1.589095
1.000000,1.900000,48.125269,15999.999999,0.219872,-1.189975
1.250000,1.900000,48.138752,19999.999998,0.219820,-0.950967
1.500000,1.900000,48.151066,23999.999999,0.219853,-0.791724
1.750000,1.900000,48.163428,28000.000000,0.219943,-0.677986
2.000000,1.900000,48.176390,31999.999998,0.220078,-0.592659
2.250000,1.900000,48.190123,35999.999998,0.220378,-0.526256
2.500000,1.900000,48.203636,39999.999998,0.220620,-0.473152
2.750000,1.900000,48.218571,43986.614229,0.220888,-0.429657
3.000000,1.900000,48.234931,47999.999998,0.221181,-0.393369
3.250000,1.900000,48.252724,51999.999998,0.221516,-0.362625
3.500000,1.900000,48.271952,55999.999992,0.221817,-0.336239
3.750000,1.900000,48.292620,59999.999997,0.222213,-0.313335
4.000000,1.900000,48.314733,63999.999999,0.222607,-0.293263
4.250000,1.900000,48.338295,67999.999997,0.223028,-0.275522
4.500000,1.900000,48.363311,71999.999997,0.223473,-0.259725
4.750000,1.900000,48.389786,75999.999996,0.223945,-0.245563
5.000000,1.900000,48.417725,79999.999996,0.224441,-0.232792
5.250000,1.900000,48.447133,83999.999999,0.224963,-0.221213
5.500000,1.900000,48.478016,87999.999996,0.225435,-0.210666
5.750000,1.900000,48.510380,91999.999996,0.226088,-0.201009
6.000000,1.900000,48.544231,95990.264894,0.226683,-0.192138
6.250000,1.900000,48.579575,99999.999987,0.227244,-0.183957
6.500000,1.900000,48.616418,103999.999985,0.227958,-0.176383
6.750000,1.900000,48.654768,107999.999995,0.228601,-0.169352
7.000000,1.900000,48.694631,111846.672152,0.229334,-0.162804
7.250000,1.900000,48.736014,115999.999999,0.230061,-0.156690
7.500000,1.900000,48.778926,119999.999994,0.230812,-0.150967
7.750000,1.900000,48.823374,123999.999982,0.231591,-0.145596
8.000000,1.900000,48.869365,127999.999994,0.232395,-0.140544
8.250000,1.900000,48.916909,131999.999998,0.233224,-0.135782
8.500000,1.900000,48.966012,135999.999993,0.234027,-0.131286
8.750000,1.900000,49.016685,139233.360761,0.234932,-0.127031
9.000000,1.900000,49.069272,143999.999990,0.238097,-0.122948
9.250000,1.900000,49.122772,147999.999993,0.236741,-0.119168
9.500000,1.900000,49.178212,151375.736612,0.238097,-0.115517
9.750000,1.900000,49.235242,155999.999977,0.238737,-0.112055
10.000000,1.900000,49.293895,159926.986732,0.239705,-0.108747
0.250000,2.000000,48.535961,3999.999999,0.311358,-3.151403
0.500000,2.000000,48.828123,7999.999999,0.221786,-2.198248
0.750000,2.000000,48.861808,11999.999998,0.221100,-1.459873
1.000000,2.000000,48.878026,15999.999999,0.220914,-1.093272
1.250000,2.000000,48.890416,19999.999997,0.220876,-0.873682
1.500000,2.000000,48.901887,23999.999998,0.220918,-0.727365
1.750000,2.000000,48.913489,27999.999999,0.221016,-0.622853
2.000000,2.000000,48.925709,31999.999998,0.221157,-0.544444
2.250000,2.000000,48.938473,35999.999998,0.221467,-0.483431
2.500000,2.000000,48.951323,39999.999994,0.221715,-0.434626
2.750000,2.000000,48.965525,43999.999998,0.221989,-0.394651
3.000000,2.000000,48.981086,47999.999997,0.222288,-0.361298
3.250000,2.000000,48.998008,51999.999998,0.222614,-0.333038
3.500000,2.000000,49.016297,55999.999997,0.222965,-0.308781
3.750000,2.000000,49.035956,60000.000000,0.223342,-0.287726
4.000000,2.000000,49.056989,63999.999992,0.223746,-0.269272
4.250000,2.000000,49.079401,67999.999997,0.224175,-0.252960
4.500000,2.000000,49.103196,71999.999999,0.224631,-0.238433
4.750000,2.000000,49.128378,75999.999989,0.225134,-0.225409
5.000000,2.000000,49.154952,80000.000000,0.225619,-0.213664
5.250000,2.000000,49.182924,83999.999999,0.226155,-0.203014
5.500000,2.000000,49.212299,87999.999999,0.226712,-0.193309
5.750000,2.000000,49.243082,91999.999996,0.227244,-0.184428
6.000000,2.000000,49.275279,95999.999986,0.227909,-0.176263
6.250000,2.000000,49.308895,99999.812207,0.228547,-0.168734
6.500000,2.000000,49.343938,103999.999986,0.229210,-0.161764
6.750000,2.000000,49.380412,107999.999995,0.229900,-0.155292
7.000000,2.000000,49.418326,111999.999984,0.230616,-0.149264
7.250000,2.000000,49.457686,115999.999994,0.231314,-0.143636
7.500000,2.000000,49.498497,119999.999990,0.232118,-0.138364
7.750000,2.000000,49.540770,123999.999998,0.232922,-0.133417
8.000000,2.000000,49.584509,127999.999994,0.233741,-0.128763
8.250000,2.000000,49.629724,131999.999985,0.234587,-0.124376
8.500000,2.000000,49.676882,135999.999989,0.238097,-0.120176
8.750000,2.000000,49.724610,139999.999998,0.236358,-0.116311
9.000000,2.000000,49.774342,143999.999993,0.238097,-0.112576
9.250000,2.000000,49.825494,145973.882006,0.238248,-0.109061
9.500000,2.000000,49.878209,140693.896660,0.239210,-0.105703
9.750000,2.000000,49.932445,148311.703701,0.240208,-0.102503
10.000000,2.000000,49.988227,159999.999963,0.240811,-0.099459
